586 29330.7, 0
587 2.94246e+06, 2.344e+06
588 3674.59, 0
589 5386.35, 0
590 28417.6, 0
591 2.92383e+06, 2.344e+06
592 3560.19, 0
593 5218.66, 0
594 27532.9, 0
595 2.90577e+06, 2.344e+06
596 3449.35, 0
597 5056.2, 0
598 26675.7, 0
599 2.87533e+06, 1.928e+06
600 3341.97, 0
601 4898.79, 0
602 25845.3, 0
603 2.84584e+06, 1.928e+06
604 3237.93, 0
605 4746.29, 0
606 25040.7, 0
607 2.80532e+06, 1.544e+06
608 3137.13, 0
609 4598.53, 0
610 24261.2, 0
611 2.74314e+06, 808000
612 3039.47, 0
613 4455.38, 0
614 23505.9, 0
615 2.71378e+06, 1.8e+06
616 2944.85, 0
617 4316.68, 0
618 22774.2, 0
619 2.68932e+06, 1.928e+06
620 2853.18, 0
621 4182.3, 0
622 22065.2, 0
623 2.67857e+06, 2.344e+06
624 2764.36, 0
625 4052.11, 0
626 21378.3, 0
627 2.6552e+06, 1.928e+06
628 2678.3, 0
629 3925.97, 0
630 20712.8, 0
631 2.64551e+06, 2.344e+06
632 2594.93, 0
633 3803.75, 0
634 20068, 0
635 2.65007e+06, 2.792e+06
636 2514.15, 0
637 3685.34, 0
638 19443.3, 0
639 2.65449e+06, 2.792e+06
640 2435.88, 0
641 3570.62, 0
642 18838.1, 0
643 2.65877e+06, 2.792e+06
644 2360.06, 0
645 3459.47, 0
646 18251.7, 0
647 2.67687e+06, 3.24e+06
648 2286.59, 0
649 3351.78, 0
650 17683.5, 0
651 2.69439e+06, 3.24e+06
652 2215.41, 0
653 3247.45, 0
654 17133, 0
655 2.71138e+06, 3.24e+06
656 2146.45, 0
657 3146.36, 0
658 16599.7, 0
659 2.72783e+06, 3.24e+06
660 2079.63, 0
661 3048.42, 0
662 16083, 0
663 2.74378e+06, 3.24e+06
664 2014.9, 0
665 2953.53, 0
666 15582.4, 0
667 2.75922e+06, 3.24e+06
668 1952.18, 0
669 2861.59, 0
670 15097.3, 0
671 2.77419e+06, 3.24e+06
672 1891.41, 0
673 2772.51, 0
674 14627.4, 0
675 2.78869e+06, 3.24e+06
676 1832.53, 0
677 2686.21, 0
678 14172, 0
679 2.80274e+06, 3.24e+06
680 1775.49, 0
681 2602.59, 0
682 13730.9, 0
683 2.81635e+06, 3.24e+06
684 1720.22, 0
685 2521.58, 0
686 13303.5, 0
687 2.82954e+06, 3.24e+06
688 1666.68, 0
689 2443.09, 0
690 12889.4, 0
691 2.84231e+06, 3.24e+06
692 1614.8, 0
693 2367.04, 0
694 12488.1, 0
695 2.85469e+06, 3.24e+06
696 1564.53, 0
697 2293.36, 0
698 12099.4, 0
699 2.86669e+06, 3.24e+06
700 1515.83, 0
701 2221.97, 0
702 11722.8, 0
703 2.89026e+06, 3.624e+06
704 1468.65, 0
705 2152.81, 0
706 11357.9, 0
707 2.9131e+06, 3.624e+06
708 1422.93, 0
709 2085.8, 0
710 11004.3, 0
711 2.93523e+06, 3.624e+06
712 1378.64, 0
713 2020.87, 0
714 10661.8, 0
715 2.95667e+06, 3.624e+06
716 1335.73, 0
717 1957.97, 0
718 10329.9, 0
719 2.97744e+06, 3.624e+06
720 1294.15, 0
721 1897.02, 0
722 10008.4, 0
723 2.98561e+06, 3.24e+06
724 1253.86, 0
725 1837.97, 0
726 9696.85, 0
727 2.99353e+06, 3.24e+06
728 1214.83, 0
729 1780.76, 0
730 9395.02, 0
731 3.0012e+06, 3.24e+06
732 1177.02, 0
733 1725.33, 0
734 9102.58, 0
735 3.00864e+06, 3.24e+06
736 1140.38, 0
737 1671.62, 0
738 8819.24, 0
739 3.00189e+06, 2.792e+06
740 1104.89, 0
741 1619.59, 0
742 8544.72, 0
743 2.98141e+06, 2.344e+06
744 1070.49, 0
745 1569.18, 0
746 8278.75, 0
747 2.91376e+06, 808000
748 1037.17, 0
749 1520.33, 0
750 8021.05, 0
751 2.89603e+06, 2.344e+06
752 1004.89, 0
753 1473.01, 0
754 7771.38, 0
755 2.89279e+06, 2.792e+06
756 973.608, 0
757 1427.16, 0
758 7529.48, 0
759 2.9036e+06, 3.24e+06
760 943.303, 0
761 1382.74, 0
762 7295.11, 0
763 2.91407e+06, 3.24e+06
764 913.941, 0
765 1339.7, 0
766 7068.03, 0
767 2.92421e+06, 3.24e+06
768 885.492, 0
769 1297.99, 0
770 6848.03, 0
771 2.93404e+06, 3.24e+06
772 857.93, 0
773 1257.59, 0
774 6634.87, 0
775 2.94357e+06, 3.24e+06
776 831.225, 0
777 1218.45, 0
778 6428.34, 0
779 2.95279e+06, 3.24e+06
780 805.351, 0
781 1180.52, 0
782 6228.25, 0
783 2.94779e+06, 2.792e+06
784 780.283, 0
785 1143.77, 0
786 6034.38, 0
787 2.92899e+06, 2.344e+06
788 755.995, 0
789 1108.17, 0
790 5846.55, 0
791 2.88588e+06, 1.544e+06
792 732.463, 0
793 1073.68, 0
794 5664.57, 0
795 2.85607e+06, 1.928e+06
796 709.664, 0
797 1040.26, 0
798 5488.24, 0
799 2.84013e+06, 2.344e+06
800 687.574, 0
801 1007.88, 0
802 5317.41, 0
803 2.83863e+06, 2.792e+06
804 666.172, 0
805 976.506, 0
806 5151.9, 0
807 2.85112e+06, 3.24e+06
808 645.436, 0
809 946.11, 0
810 4991.54, 0
811 2.86323e+06, 3.24e+06
812 625.346, 0
813 916.661, 0
814 4836.16, 0
815 2.87496e+06, 3.24e+06
816 605.881, 0
817 888.128, 0
818 4685.63, 0
819 2.88632e+06, 3.24e+06
820 587.022, 0
821 860.483, 0
822 4539.78, 0
823 2.89733e+06, 3.24e+06
824 568.75, 0
825 833.699, 0
826 4398.47, 0
827 2.90799e+06, 3.24e+06
828 551.046, 0
829 807.749, 0
830 4261.56, 0
831 2.91833e+06, 3.24e+06
832 533.894, 0
833 782.606, 0
834 4128.91, 0
835 2.94029e+06, 3.624e+06
836 517.275, 0
837 758.246, 0
838 4000.39, 0
839 2.96158e+06, 3.624e+06
840 501.174, 0
841 734.644, 0
842 3875.87, 0
843 2.98219e+06, 3.624e+06
844 485.574, 0
845 711.777, 0
846 3755.23, 0
847 3.00217e+06, 3.624e+06
848 470.46, 0
849 689.622, 0
850 3638.34, 0
851 3.02153e+06, 3.624e+06
852 455.816, 0
853 668.156, 0
854 3525.09, 0
855 3.04028e+06, 3.624e+06
856 441.628, 0
857 647.358, 0
858 3415.37, 0
859 3.05845e+06, 3.624e+06
860 427.881, 0
861 627.208, 0
862 3309.06, 0
863 3.07605e+06, 3.624e+06
864 414.563, 0
865 607.685, 0
866 3206.06, 0
867 3.09311e+06, 3.624e+06
868 401.659, 0
869 588.77, 0
870 3106.26, 0
871 3.10963e+06, 3.624e+06
872 389.156, 0
873 570.443, 0
874 3009.57, 0
875 3.12564e+06, 3.624e+06
876 377.043, 0
877 552.687, 0
878 2915.9, 0
879 3.14116e+06, 3.624e+06
880 365.307, 0
881 535.484, 0
882 2825.13, 0
883 3.15619e+06, 3.624e+06
884 353.936, 0
885 518.816, 0
886 2737.2, 0
887 3.17075e+06, 3.624e+06
888 342.919, 0
889 502.667, 0
890 2652, 0
891 3.18486e+06, 3.624e+06
892 332.245, 0
893 487.021, 0
894 2569.45, 0
895 3.18657e+06, 3.24e+06
896 321.904, 0
897 471.861, 0
898 2489.47, 0
899 3.18824e+06, 3.24e+06
900 311.884, 0
901 457.174, 0
902 2411.98, 0
903 3.18985e+06, 3.24e+06
904 302.176, 0
905 442.943, 0
906 2336.9, 0
907 3.19141e+06, 3.24e+06
908 292.77, 0
909 429.156, 0
910 2264.16, 0
911 3.19292e+06, 3.24e+06
912 283.657, 0
913 415.798, 0
914 2193.69, 0
915 3.19439e+06, 3.24e+06
916 274.828, 0
917 402.855, 0
918 2125.4, 0
919 3.19581e+06, 3.24e+06
920 266.273, 0
921 390.316, 0
922 2059.25, 0
923 3.19718e+06, 3.24e+06
924 257.985, 0
925 378.166, 0
926 1995.15, 0
927 3.19851e+06, 3.24e+06
928 249.955, 0
929 366.395, 0
930 1933.05, 0
931 3.19981e+06, 3.24e+06
932 242.175, 0
933 354.991, 0
934 1872.88, 0
935 3.20106e+06, 3.24e+06
936 234.636, 0
937 343.941, 0
938 1814.58, 0
939 3.20227e+06, 3.24e+06
940 227.333, 0
941 333.235, 0
942 1758.1, 0
943 3.20344e+06, 3.24e+06
944 220.257, 0
945 322.863, 0
946 1703.38, 0
947 3.19064e+06, 2.792e+06
948 213.401, 0
949 312.813, 0
950 1650.35, 0
951 3.15133e+06, 1.928e+06
952 206.759, 0
953 303.076, 0
954 1598.98, 0
955 3.09035e+06, 1.192e+06
956 200.323, 0
957 293.642, 0
958 1549.21, 0
959 3.06712e+06, 2.344e+06
960 194.087, 0
961 284.502, 0
962 1500.99, 0
963 3.05855e+06, 2.792e+06
964 188.046, 0
965 275.647, 0
966 1454.27, 0
967 3.03631e+06, 2.344e+06
968 182.193, 0
969 267.067, 0
970 1409, 0
971 2.98986e+06, 1.544e+06
972 176.522, 0
973 258.754, 0
974 1365.15, 0
975 2.9837e+06, 2.792e+06
976 171.027, 0
977 250.7, 0
978 1322.65, 0
979 2.99168e+06, 3.24e+06
980 165.704, 0
981 242.896, 0
982 1281.48, 0
983 2.99941e+06, 3.24e+06
984 160.546, 0
985 235.336, 0
986 1241.6, 0
987 3.0069e+06, 3.24e+06
988 155.549, 0
989 228.01, 0
990 1202.95, 0
991 3.01415e+06, 3.24e+06
992 150.707, 0
993 220.913, 0
994 1165.5, 0
995 3.02118e+06, 3.24e+06
996 146.016, 0
997 214.037, 0
998 1129.23, 0
999 3.02799e+06, 3.24e+06
1000 141.471, 0
1001 207.375, 0
1002 1094.08, 0
1003 3.03459e+06, 3.24e+06
1004 137.067, 0
1005 200.92, 0
1006 1060.02, 0
1007 3.04099e+06, 3.24e+06
1008 132.801, 0
1009 194.666, 0
1010 1027.03, 0
1011 3.04718e+06, 3.24e+06
1012 128.667, 0
1013 188.606, 0
1014 995.059, 0
1015 3.05318e+06, 3.24e+06
1016 124.662, 0
1017 182.736, 0
1018 964.086, 0
1019 3.059e+06, 3.24e+06
1020 120.782, 0
1021 177.048, 0
1022 934.077, 0
1023 3.05069e+06, 2.792e+06
1024 117.022, 0
1025 171.537, 0
1026 905.002, 0
1027 3.01574e+06, 1.928e+06
1028 113.38, 0
1029 166.197, 0
1030 876.833, 0
1031 2.95897e+06, 1.192e+06
1032 109.851, 0
1033 161.024, 0
1034 849.54, 0
1035 2.93983e+06, 2.344e+06
1036 106.431, 0
1037 156.012, 0
1038 823.096, 0
1039 2.93523e+06, 2.792e+06
1040 103.119, 0
1041 151.156, 0
1042 797.476, 0
1043 2.94472e+06, 3.24e+06
1044 99.9088, 0
1045 146.451, 0
1046 772.653, 0
1047 2.95391e+06, 3.24e+06
1048 96.799, 0
1049 141.892, 0
1050 748.603, 0
1051 2.96281e+06, 3.24e+06
1052 93.7859, 0
1053 137.476, 0
1054 725.301, 0
1055 2.97144e+06, 3.24e+06
1056 90.8667, 0
1057 133.197, 0
1058 702.725, 0
1059 2.9798e+06, 3.24e+06
1060 88.0383, 0
1061 129.051, 0
1062 680.852, 0
1063 2.9879e+06, 3.24e+06
1064 85.298, 0
1065 125.034, 0
1066 659.659, 0
1067 2.99575e+06, 3.24e+06
1068 82.6429, 0
1069 121.142, 0
1070 639.126, 0
1071 3.00335e+06, 3.24e+06
1072 80.0705, 0
1073 117.371, 0
1074 619.232, 0
1075 3.01072e+06, 3.24e+06
1076 77.5782, 0
1077 113.718, 0
1078 599.957, 0
1079 3.01785e+06, 3.24e+06
1080 75.1634, 0
1081 110.178, 0
1082 581.283, 0
1083 3.02477e+06, 3.24e+06
1084 72.8238, 0
1085 106.749, 0
1086 563.189, 0
1087 3.03147e+06, 3.24e+06
1088 70.5571, 0
1089 103.426, 0
1090 545.659, 0
1091 3.02401e+06, 2.792e+06
1092 68.3608, 0
1093 100.206, 0
1094 528.674, 0
1095 2.9899e+06, 1.928e+06
1096 66.233, 0
1097 97.0874, 0
1098 512.218, 0
1099 2.95684e+06, 1.928e+06
1100 64.1714, 0
1101 94.0654, 0
1102 496.275, 0
1103 2.93777e+06, 2.344e+06
1104 62.1739, 0
1105 91.1374, 0
1106 480.827, 0
1107 2.94718e+06, 3.24e+06
1108 60.2387, 0
1109 88.3006, 0
1110 465.861, 0
1111 2.95629e+06, 3.24e+06
1112 58.3636, 0
1113 85.5521, 0
1114 451.36, 0
1115 2.96512e+06, 3.24e+06
1116 56.547, 0
1117 82.8891, 0
1118 437.311, 0
1119 2.97368e+06, 3.24e+06
1120 54.7868, 0
1121 80.3091, 0
1122 423.699, 0
1123 2.96802e+06, 2.792e+06
1124 53.0815, 0
1125 77.8093, 0
1126 410.51, 0
1127 2.93565e+06, 1.928e+06
1128 51.4293, 0
1129 75.3874, 0
1130 397.732, 0
1131 2.89233e+06, 1.544e+06
1132 49.8284, 0
1133 73.0408, 0
1134 385.352, 0
1135 2.87526e+06, 2.344e+06
1136 48.2774, 0
1137 70.7673, 0
1138 373.358, 0
1139 2.83383e+06, 1.544e+06
1140 46.7747, 0
1141 68.5645, 0
1142 361.736, 0
1143 2.80563e+06, 1.928e+06
1144 45.3188, 0
1145 66.4303, 0
1146 350.476, 0
1147 2.79126e+06, 2.344e+06
1148 43.9081, 0
1149 64.3626, 0
1150 339.567, 0
1151 2.79129e+06, 2.792e+06
1152 42.5414, 0
1153 62.3592, 0
1154 328.998, 0
1155 2.80525e+06, 3.24e+06
1156 41.2173, 0
1157 60.4181, 0
1158 318.757, 0
1159 2.81878e+06, 3.24e+06
1160 39.9343, 0
1161 58.5375, 0
1162 308.835, 0
1163 2.8319e+06, 3.24e+06
1164 38.6913, 0
1165 56.7154, 0
1166 299.222, 0
1167 2.8446e+06, 3.24e+06
1168 37.4869, 0
1169 54.9501, 0
1170 289.908, 0
1171 2.85691e+06, 3.24e+06
1172 36.3201, 0
1173 53.2397, 0
1174 280.884, 0
1175 2.86883e+06, 3.24e+06
1176 35.1896, 0
1177 51.5825, 0
1178 272.141, 0
1179 2.88038e+06, 3.24e+06
1180 34.0942, 0
1181 49.9769, 0
1182 263.671, 0
1183 2.90353e+06, 3.624e+06
1184 33.033, 0
1185 48.4213, 0
1186 255.463, 0
1187 2.92596e+06, 3.624e+06
1188 32.0048, 0
1189 46.9141, 0
1190 247.512, 0
