0.5 	0 	38.0042
0.5 	1 	31.4257
0.5 	2 	33.4817
0.5 	3 	29.4196
0.5 	4 	35.4084
0.5 	5 	30.918
0.501 	0 	37.8892
0.501 	1 	31.3245
0.501 	2 	33.0652
0.501 	3 	29.1514
0.501 	4 	35.5349
0.501 	5 	30.9244
0.502 	0 	37.7666
0.502 	1 	31.2153
0.502 	2 	32.6049
0.502 	3 	28.8531
0.502 	4 	35.6546
0.502 	5 	30.9276
0.503 	0 	37.6362
0.503 	1 	31.0978
0.503 	2 	32.091
0.503 	3 	28.5198
0.503 	4 	35.7678
0.503 	5 	30.9277
0.504 	0 	37.4973
0.504 	1 	30.9716
0.504 	2 	31.51
0.504 	3 	28.1451
0.504 	4 	35.8749
0.504 	5 	30.9248
0.54 	0 	34.6429
0.54 	1 	27.2078
0.54 	2 	35.9596
0.54 	3 	33.3281
0.54 	4 	36.7891
0.54 	5 	28.9305
0.541 	0 	34.9821
0.541 	1 	27.5622
0.541 	2 	36.0282
0.541 	3 	33.4779
0.541 	4 	36.7433
0.541 	5 	28.812
0.542 	0 	35.2929
0.58 	0 	39.2134
0.58 	1 	30.5125
0.58 	2 	33.6386
0.62 	0 	35.6132
0.62 	1 	19.6225
0.62 	2 	34.4919
0.62 	3 	30.2934
0.62 	4 	35.9693
0.62 	5 	32.5336
0.621 	0 	35.369
0.66 	0 	35.2453
0.66 	1 	24.8191
0.66 	2 	34.7218
0.66 	3 	31.712
0.7 	0 	34.9322
0.7 	1 	34.8612
0.7 	2 	31.4539
0.7 	3 	29.0809
0.7 	4 	29.0234
0.7 	5 	32.1504
0.701 	0 	34.7827
0.701 	1 	34.9541
0.74 	0 	33.2269
0.74 	1 	35.8627
0.74 	2 	34.6383
0.78 	0 	35.349
0.78 	1 	17.7801
0.78 	2 	26.6416
0.78 	3 	28.8105
0.82 	0 	28.0292
0.82 	1 	36.5923
0.82 	2 	34.5022
0.86 	0 	34.8753
0.86 	1 	35.8297
0.86 	2 	26.3906
0.86 	3 	30.6095
0.86 	4 	30.9033
0.86 	5 	35.3782
0.861 	0 	34.858
0.861 	1 	35.7191
0.861 	2 	25.3194
0.861 	3 	30.867
0.861 	4 	30.8917
1.501 	2 	39.8211
1.501 	4 	38.501
1.501 	5 	37.2041
1.501 	0 	48.7319
1.501 	1 	41.122
1.501 	3 	42.5693
1.502 	2 	39.9662
1.502 	4 	38.5183
1.502 	5 	37.1996
1.502 	0 	48.6942
1.502 	1 	40.7711
1.502 	3 	42.5333
1.503 	2 	40.1027
1.503 	4 	38.5322
1.503 	5 	37.1916
1.503 	0 	48.6525
1.503 	1 	40.3877
1.503 	3 	42.4948
1.504 	2 	40.2311
1.504 	4 	38.5429
1.504 	5 	37.1801
1.504 	0 	48.6068
1.504 	1 	39.9655
1.504 	3 	42.4535
1.505 	2 	40.3519
1.505 	4 	38.5501
1.505 	5 	37.1653
1.505 	0 	48.5569
1.505 	1 	39.4967
1.505 	3 	42.4097
1.506 	2 	40.4654
1.506 	4 	38.5541
1.506 	5 	37.147
1.506 	0 	48.5028
1.506 	1 	38.9703
1.506 	3 	42.3631
1.507 	2 	40.5722
1.507 	4 	38.5546
1.507 	5 	37.1254
1.507 	0 	48.4444
1.507 	1 	38.3708
1.507 	3 	42.3139
1.508 	2 	40.6724
1.508 	4 	38.5517
1.508 	5 	37.1003
1.508 	0 	48.3815
1.508 	1 	37.6754
1.508 	3 	42.262
1.509 	1 	26.6265
1.509 	0 	48.314
1.541 	1 	36.3393
1.541 	2 	41.3704
1.541 	3 	36.0006
1.541 	4 	35.7806
1.541 	0 	40.6408
1.541 	5 	36.0166
1.542 	0 	39.7504
1.542 	1 	43.2742
1.542 	2 	41.8015
1.542 	3 	37.9762
1.542 	4 	43.2541
1.542 	5 	34.626
1.543 	0 	33.4244
1.543 	1 	36.4963
1.543 	2 	41.2737
1.543 	3 	36.1155
1.543 	4 	35.3157
1.543 	5 	33.7273
1.544 	2 	41.2192
1.544 	0 	37.1078
1.544 	1 	43.421
1.581 	3 	36.65
1.581 	4 	37.0671
1.581 	5 	30.5743
1.581 	0 	47.7052
1.581 	1 	39.8341
1.581 	2 	42.4138
1.621 	0 	35.6227
1.621 	1 	34.8705
1.621 	2 	38.6426
1.621 	3 	45.5186
1.621 	4 	47.2154
1.621 	5 	46.9078
1.661 	0 	37.6487
1.661 	1 	35.8697
1.661 	2 	34.6133
1.661 	3 	46.079
1.661 	4 	45.7206
1.661 	5 	35.6534
1.701 	2 	37.4767
1.701 	4 	38.0068
1.701 	0 	46.6368
1.701 	1 	38.0972
1.701 	3 	40.3984
1.701 	5 	43.995
1.702 	0 	17.6498
1.702 	1 	32.2836
1.702 	2 	37.567
1.702 	3 	29.3792
1.702 	4 	38.0922
1.702 	5 	43.9988
1.703 	1 	32.6162
1.703 	2 	37.6501
1.703 	3 	28.7551
1.703 	4 	38.1719
1.703 	5 	30.7158
1.703 	0 	46.66
1.741 	3 	36.4277
1.741 	4 	38.0418
1.741 	5 	35.6732
1.741 	0 	44.3615
1.741 	1 	47.3254
1.741 	2 	45.9214
1.781 	2 	35.1525
1.781 	3 	37.3516
1.781 	0 	38.4971
1.781 	1 	42.0817
1.821 	2 	36.6986
1.821 	3 	29.6651
1.821 	0 	42.8047
1.821 	1 	48.146
1.861 	0 	39.6574
1.861 	1 	32.5016
1.861 	2 	32.2273
1.861 	3 	37.8735
1.861 	4 	35.2932
1.861 	5 	33.299
1.862 	0 	40.1651
1.862 	1 	48.8254
1.862 	2 	33.6329
1.862 	3 	46.6874
1.862 	4 	27.8156
1.862 	5 	35.2177
1.863 	4 	35.0317
1.863 	0 	40.0168
1.863 	1 	48.7589
1.863 	2 	30.6822
1.863 	3 	46.6095
1.863 	5 	34.7917
1.864 	0 	39.5225
1.864 	1 	31.4612
1.864 	2 	33.3487
1.864 	3 	46.5257
2.501 	2 	34.8606
2.501 	3 	37.3919
2.501 	0 	40.6007
2.501 	1 	35.4053
2.501 	4 	35.4681
2.501 	5 	37.1732
2.502 	0 	28.9937
2.502 	1 	28.9582
2.502 	2 	32.1873
2.502 	3 	30.0523
2.502 	4 	29.9301
2.502 	5 	32.6195
2.503 	0 	32.1127
2.503 	1 	29.7162
2.503 	2 	20.4233
2.503 	3 	23.8477
2.503 	4 	30.78
2.503 	5 	29.959
2.504 	0 	36.4583
2.504 	1 	35.589
2.504 	2 	35.9092
2.504 	3 	36.6549
2.504 	4 	35.9798
2.504 	5 	36.9739
2.505 	0 	31.7146
2.505 	1 	32.1203
2.505 	2 	34.5258
2.505 	3 	37.1497
2.505 	4 	28.7442
2.505 	5 	30.8833
2.506 	0 	40.1981
2.506 	1 	35.2307
2.506 	2 	37.183
2.506 	3 	37.5383
2.506 	4 	35.3202
2.506 	5 	33.3442
2.507 	0 	31.9364
2.507 	1 	29.3804
2.507 	2 	24.5628
2.507 	3 	26.1629
2.507 	4 	30.5984
2.507 	5 	30.916
2.508 	0 	30.9376
2.508 	1 	26.443
2.508 	2 	33.3567
2.508 	3 	27.9963
2.508 	4 	30.3943
2.508 	5 	33.9255
2.509 	0 	37.4005
2.509 	1 	35.1613
2.509 	2 	35.1631
2.509 	3 	36.646
2.509 	4 	34.2631
2.509 	5 	36.5586
2.51 	0 	26.8162
2.51 	1 	31.8601
2.51 	2 	33.9256
2.51 	3 	36.7294
2.51 	4 	30.6289
2.51 	5 	31.51
2.511 	0 	39.639
2.511 	1 	35.0016
2.511 	2 	37.5674
2.511 	3 	37.5191
2.511 	4 	35.0264
2.511 	5 	34.8995
2.512 	0 	31.5875
2.512 	1 	28.8516
2.512 	2 	26.9494
2.512 	3 	27.8759
2.512 	4 	30.2363
2.512 	5 	31.7346
2.513 	0 	31.9514
2.513 	1 	22.2385
2.513 	2 	33.9974
2.513 	3 	24.8791
2.513 	4 	30.6358
2.513 	5 	34.644
2.514 	2 	33.2594
2.514 	3 	36.2789
2.514 	4 	31.5626
2.514 	0 	38.0945
2.514 	1 	34.5283
2.514 	5 	36.0266
2.515 	0 	39.0489
2.515 	1 	34.782
2.515 	2 	37.805
2.515 	3 	37.4101
2.515 	4 	34.6729
2.515 	5 	35.7856
2.516 	2 	34.2764
2.516 	0 	31.1922
2.516 	1 	28.328
2.516 	3 	28.7993
2.516 	4 	29.8228
2.516 	5 	32.1838
2.517 	0 	29.6169
2.517 	1 	31.3758
2.517 	2 	32.6131
2.517 	3 	35.8577
2.517 	4 	32.0648
2.517 	5 	32.0739
2.518 	2 	34.4252
2.518 	4 	30.7728
2.518 	5 	35.1359
2.518 	0 	38.5174
2.518 	1 	33.8276
2.518 	3 	36.4615
2.519 	0 	30.8162
2.519 	1 	27.8663
2.519 	2 	28.7994
2.519 	3 	29.3302
2.519 	4 	29.4265
2.519 	5 	32.4287
2.52 	0 	38.0647
2.52 	1 	34.4654
2.52 	2 	38.0237
2.52 	3 	37.1518
2.52 	4 	34.0526
2.52 	5 	36.6176
2.521 	2 	34.5982
2.521 	4 	30.8118
2.521 	5 	35.3443
2.521 	0 	38.7711
2.521 	1 	33.1462
2.521 	3 	36.3566
2.522 	0 	32.7326
2.522 	1 	30.9314
2.522 	2 	31.1075
2.522 	3 	34.9439
2.522 	4 	32.6331
2.522 	5 	32.3151
2.523 	2 	34.6822
2.523 	5 	35.4515
2.523 	0 	38.9134
2.523 	1 	32.5914
2.523 	3 	36.2755
2.523 	4 	28.7556
2.524 	0 	30.0005
2.524 	1 	26.9352
2.524 	2 	29.6252
2.524 	3 	29.9944
2.524 	4 	28.557
2.524 	5 	32.6914
2.525 	2 	34.7425
2.525 	3 	26.39
2.525 	4 	30.8188
2.525 	5 	35.535
2.525 	0 	39.0357
2.525 	1 	31.9285
2.526 	2 	34.7641
2.526 	3 	26.9273
2.526 	0 	34.1604
2.526 	1 	30.504
2.541 	0 	31.909
2.541 	1 	32.7342
2.541 	2 	38.1015
2.541 	3 	33.9183
2.541 	4 	23.9718
2.541 	5 	38.2347
2.542 	0 	39.3669
2.542 	1 	29.1807
2.542 	2 	34.1351
2.542 	3 	35.1156
2.542 	4 	37.3659
2.542 	5 	28.2382
2.543 	0 	37.0798
2.543 	1 	27.3999
2.543 	2 	30.8821
2.543 	4 	32.396
2.543 	5 	32.3431
2.543 	3 	30.884
2.544 	0 	33.3607
2.544 	1 	30.0243
2.544 	2 	34.1864
2.544 	3 	31.1244
2.544 	4 	30.2389
2.544 	5 	35.2489
2.545 	0 	34.9002
2.545 	1 	14.7638
2.545 	2 	30.8887
2.545 	3 	30.8587
2.545 	4 	19.9559
2.545 	5 	32.1503
2.546 	5 	38.3099
2.546 	0 	39.2697
2.546 	1 	31.4207
2.546 	2 	35.2712
2.546 	3 	34.7954
2.546 	4 	37.8416
2.547 	0 	37.4105
2.547 	1 	25.9865
2.547 	2 	32.2568
2.547 	3 	31.6012
2.547 	4 	31.8312
2.547 	5 	32.2042
2.548 	0 	36.2461
2.548 	1 	32.0654
2.548 	2 	30.8588
2.548 	3 	30.7807
2.548 	4 	23.3902
2.548 	5 	31.8474
2.549 	0 	33.0289
2.549 	1 	30.3955
2.549 	2 	33.6587
2.549 	3 	31.5126
2.549 	4 	29.9231
2.549 	5 	34.8339
2.55 	0 	36.9387
2.55 	1 	31.871
2.55 	2 	37.7262
2.55 	3 	34.4548
2.55 	4 	38.1889
2.55 	5 	31.6061
2.551 	0 	37.6573
2.551 	1 	23.7551
2.551 	2 	33.24
2.551 	3 	30.6531
2.551 	4 	25.2409
2.551 	5 	31.4724
2.552 	0 	26.0392
2.552 	1 	19.1388
2.552 	2 	30.7438
2.552 	3 	30.5991
2.581 	3 	35.7824
2.581 	4 	35.2227
2.581 	5 	35.3197
2.581 	0 	33.2647
2.581 	1 	36.3425
2.581 	2 	38.9423
2.582 	1 	30.396
2.582 	4 	24.3101
2.582 	5 	25.9689
2.582 	0 	37.3568
2.582 	2 	35.7163
2.582 	3 	38.2791
2.583 	5 	27.0645
2.583 	0 	31.1916
2.583 	1 	20.6694
2.583 	2 	24.8532
2.583 	3 	22.6697
2.583 	4 	30.3467
2.621 	3 	34.9178
2.621 	5 	36.5328
2.621 	0 	38.6907
2.621 	1 	31.4997
2.621 	2 	35.8343
2.621 	4 	33.7984
2.622 	0 	34.0051
2.622 	2 	34.3689
2.622 	5 	34.7971
2.622 	1 	35.2757
2.622 	3 	37.1788
2.622 	4 	37.0935
2.623 	4 	30.6765
2.623 	5 	36.8261
2.623 	0 	25.8067
2.623 	1 	28.4627
2.623 	2 	30.0287
2.623 	3 	30.1928
2.624 	0 	34.0364
2.661 	3 	33.1393
2.661 	4 	34.351
2.661 	5 	34.971
2.661 	0 	38.6117
