Time	RB	Sinr
0.713 	5 	28.5752
0.713 	1 	16.1701
0.713 	4 	16.9013
0.713 	2 	13.8744
0.713 	3 	12.0704
0.714 	2 	15.9251
0.714 	5 	16.0181
0.714 	3 	16.581
0.714 	4 	14.4009
0.714 	0 	25.5687
0.714 	1 	24.2921
0.715 	0 	21.6142
0.715 	1 	21.7451
0.715 	2 	24.6204
0.715 	4 	23.1258
0.715 	3 	13.9408
0.715 	5 	15.5198
0.716 	0 	14.3938
0.716 	3 	12.1566
0.716 	5 	12.2229
0.716 	1 	17.1485
0.716 	2 	18.9561
0.716 	4 	15.6472
0.717 	1 	25.3713
0.717 	4 	25.3838
0.717 	0 	19.7409
0.717 	5 	15.2468
0.717 	2 	12.0174
0.717 	3 	12.776
0.718 	5 	28.6309
0.718 	0 	30.2817
0.718 	2 	27.8524
0.718 	3 	29.6175
0.718 	4 	32.5101
0.718 	1 	16.9357
0.719 	0 	15.6511
0.719 	1 	10.9689
0.719 	2 	8.72775
0.719 	3 	9.46913
0.719 	4 	16.8504
0.719 	5 	12.5079
0.72 	0 	11.9402
0.72 	1 	9.63663
0.72 	2 	9.3373
0.72 	3 	8.92082
0.72 	4 	28.6556
0.72 	5 	28.5608
0.721 	5 	18.8757
0.721 	1 	24.1406
0.721 	4 	24.745
0.721 	0 	12.984
0.721 	2 	14.1638
0.721 	3 	12.7271
0.722 	2 	16.6238
0.722 	5 	15.231
0.722 	0 	22.9231
0.722 	4 	23.5377
0.722 	3 	15.856
0.722 	1 	17.3212
0.723 	4 	26.6019
0.723 	0 	13.388
0.723 	1 	12.8038
0.723 	2 	12.0636
0.723 	3 	14.0117
0.723 	5 	16.2845
0.724 	0 	15.5403
0.724 	4 	15.6049
0.724 	1 	25.0677
0.724 	2 	12.1838
0.724 	3 	12.6063
0.724 	5 	12.3909
0.725 	4 	24.1575
0.725 	0 	19.564
0.725 	1 	16.7999
0.725 	2 	15.5793
0.725 	3 	15.8793
0.725 	5 	14.2048
0.726 	0 	15.2811
0.726 	1 	17.501
0.726 	2 	17.9094
0.726 	4 	15.454
0.726 	3 	18.6596
0.726 	5 	19.5055
0.727 	0 	12.845
0.727 	1 	17.5793
0.727 	5 	18.9962
0.727 	2 	11.5055
0.727 	3 	14.6965
0.727 	4 	16.5004
0.728 	2 	25.7796
0.728 	1 	28.129
0.728 	3 	15.0423
0.728 	4 	13.6909
0.728 	5 	14.6102
0.728 	0 	25.9385
0.729 	0 	23.385
0.729 	4 	24.4287
0.729 	2 	17.0461
0.729 	5 	14.2177
0.729 	1 	10.1706
0.729 	3 	13.0986
0.73 	4 	14.7563
0.73 	0 	15.4928
0.73 	1 	10.2353
0.73 	2 	8.98775
0.73 	3 	12.2962
0.73 	5 	13.0902
0.731 	3 	18.7076
0.731 	5 	19.9633
0.731 	0 	12.5299
0.731 	1 	10.2208
0.731 	2 	25.7011
0.731 	4 	22.902
0.732 	5 	16.739
0.732 	1 	17.616
0.732 	4 	15.6338
0.732 	0 	14.2023
0.732 	2 	14.0428
0.732 	3 	13.1717
0.733 	0 	15.6064
0.733 	1 	17.4509
0.733 	2 	16.6253
0.733 	3 	15.6173
0.733 	5 	16.7064
0.733 	4 	15.9949
0.734 	3 	12.8977
0.734 	4 	13.9882
0.734 	0 	19.0745
0.734 	1 	15.4192
0.734 	2 	16.4637
0.734 	5 	15.5383
0.735 	0 	13.1933
0.735 	1 	9.6161
0.735 	4 	9.74197
0.735 	2 	17.2776
0.735 	3 	11.8948
0.735 	5 	16.8111
0.736 	0 	15.6839
0.736 	3 	18.62
0.736 	5 	20.2847
0.736 	1 	10.246
0.736 	2 	25.4923
0.736 	4 	15.6464
0.737 	0 	17.396
0.737 	1 	17.4332
0.737 	2 	18.0682
0.737 	3 	18.7654
0.737 	4 	17.0547
0.737 	5 	20.1924
0.738 	1 	15.0702
0.738 	2 	17.3492
0.738 	3 	11.5766
0.738 	4 	11.936
0.738 	5 	16.0048
0.738 	0 	14.5758
0.739 	0 	14.4512
0.739 	3 	14.0629
0.739 	4 	12.6757
0.739 	1 	10.193
0.739 	2 	11.7067
0.739 	5 	16.8502
0.74 	0 	24.0952
0.74 	4 	25.4429
0.74 	5 	27.7992
0.74 	1 	23.6791
0.74 	2 	31.4824
0.74 	3 	30.3026
0.741 	1 	28.5
0.741 	3 	26.4841
0.741 	4 	29.3453
0.741 	0 	25.7393
0.741 	2 	27.9536
0.741 	5 	27.5708
0.742 	0 	20.4122
0.742 	1 	23.8793
0.742 	2 	24.6257
0.742 	3 	23.2501
0.742 	4 	24.8882
0.742 	5 	21.6262
0.743 	0 	15.7315
0.743 	1 	20.3175
0.743 	2 	25.0179
0.743 	5 	21.6466
0.743 	3 	15.9306
0.743 	4 	14.4967
0.744 	1 	16.8703
0.744 	3 	17.7916
0.744 	5 	18.5028
0.744 	0 	18.0799
0.744 	2 	17.0188
0.744 	4 	11.699
0.745 	2 	14.9882
0.745 	3 	18.1006
0.745 	4 	17.1339
0.745 	5 	16.6014
0.745 	0 	14.813
0.745 	1 	9.51351
0.746 	2 	22.332
0.746 	3 	19.4038
0.746 	4 	24.847
0.746 	1 	16.336
0.746 	0 	12.6865
0.746 	5 	16.7649
0.747 	0 	15.6776
0.747 	1 	11.9566
0.747 	2 	11.7317
0.747 	3 	10.1182
0.747 	4 	12.1836
0.747 	5 	13.8268
0.748 	3 	15.4246
0.748 	5 	15.429
0.748 	0 	24.6533
0.748 	1 	16.0613
0.748 	2 	19.6811
0.748 	4 	19.2802
0.749 	0 	13.1893
0.749 	4 	12.4085
0.749 	2 	24.4074
0.749 	5 	16.8379
0.749 	3 	15.9639
0.749 	1 	18.9345
0.75 	3 	16.8805
0.75 	1 	16.7659
0.75 	2 	17.3324
0.75 	4 	16.3271
0.75 	0 	12.5957
0.75 	5 	16.6267
0.751 	1 	16.1183
0.751 	5 	19.0865
0.751 	4 	24.7544
0.751 	0 	14.8649
0.751 	2 	12.1669
0.751 	3 	12.8075
0.752 	0 	15.5269
0.752 	1 	9.08577
0.752 	2 	12.3558
0.752 	3 	17.3076
0.752 	4 	18.1711
0.752 	5 	20.5916
0.753 	4 	12.8496
0.753 	2 	12.5301
0.753 	1 	18.9896
0.753 	5 	17.008
0.753 	0 	15.5745
0.753 	3 	15.8693
0.754 	3 	16.0073
0.754 	0 	16.3421
0.754 	2 	17.1825
0.754 	1 	12.3368
0.754 	5 	16.4192
0.754 	4 	20.1521
0.755 	1 	20.0905
0.755 	2 	21.1113
0.755 	3 	21.8113
0.755 	4 	16.7089
0.755 	0 	12.393
0.755 	5 	17.0697
0.756 	3 	16.159
0.756 	1 	15.3316
0.756 	0 	12.9091
0.756 	4 	13.1201
0.756 	5 	16.2878
0.756 	2 	20.2206
0.757 	0 	15.2798
0.757 	2 	12.941
0.757 	1 	12.4109
0.757 	4 	12.1532
0.757 	5 	13.5833
0.757 	3 	15.6764
0.758 	4 	16.8606
0.758 	2 	12.6657
0.758 	5 	17.134
0.758 	0 	14.7575
0.758 	1 	11.7372
0.758 	3 	12.2628
0.759 	3 	16.3524
0.759 	0 	14.9576
0.759 	4 	13.3451
0.759 	1 	12.389
0.759 	5 	16.053
0.759 	2 	20.3222
0.76 	3 	16.4084
0.76 	1 	17.4391
0.76 	0 	12.0781
0.76 	2 	12.6969
0.76 	4 	10.2531
0.76 	5 	17.1586
0.761 	3 	16.4602
0.761 	0 	15.0074
0.761 	4 	13.4721
0.761 	1 	12.7862
0.761 	2 	14.5852
0.761 	5 	17.1654
0.762 	0 	12.5079
0.762 	4 	13.529
0.762 	5 	11.0379
0.762 	1 	7.61472
0.762 	2 	12.7149
0.762 	3 	10.9998
0.763 	0 	11.8266
0.78 	5 	23.6711
0.78 	0 	29.2843
0.78 	1 	27.8578
0.78 	2 	29.0166
0.78 	3 	28.2808
0.78 	4 	24.4588
0.781 	0 	22.7155
0.781 	2 	26.1361
0.781 	3 	24.7487
0.781 	5 	19.9068
0.781 	1 	25.5066
0.781 	4 	24.5457
0.782 	5 	18.3074
0.782 	0 	25.2707
0.782 	1 	15.1674
0.782 	2 	16.8431
0.782 	3 	19.6638
0.782 	4 	21.9301
0.783 	0 	19.373
0.783 	2 	19.1851
0.783 	3 	17.604
0.783 	4 	17.0886
0.783 	5 	18.4162
0.783 	1 	23.5589
0.784 	1 	16.8221
0.784 	3 	22.3159
0.784 	0 	17.3218
0.784 	2 	13.872
0.784 	4 	15.5439
0.784 	5 	15.1326
0.785 	1 	17.2942
0.785 	4 	15.9836
0.785 	0 	12.0823
0.785 	2 	8.79226
0.785 	3 	11.6898
0.785 	5 	8.81823
0.786 	4 	15.6532
0.786 	2 	14.0342
0.786 	3 	15.9682
0.786 	5 	16.0708
0.786 	0 	12.1837
0.786 	1 	13.2128
0.787 	4 	13.7053
0.787 	0 	13.408
0.787 	1 	14.6894
0.787 	2 	15.5471
0.787 	3 	9.82052
0.787 	5 	9.08741
0.788 	0 	5.23222
0.788 	1 	5.88476
0.788 	2 	11.5201
0.788 	3 	10.2096
0.788 	4 	7.6149
0.788 	5 	7.31177
0.789 	0 	24.1522
0.789 	1 	21.8247
0.789 	4 	23.1249
0.789 	2 	17.5023
0.789 	3 	15.0827
0.789 	5 	16.9062
0.79 	1 	23.6346
0.79 	3 	24.8495
0.79 	5 	24.6887
0.79 	0 	21.7281
0.79 	2 	25.6763
0.79 	4 	22.3252
0.791 	3 	16.4972
0.791 	0 	16.334
0.791 	4 	17.2859
0.791 	5 	16.2541
0.791 	1 	26.924
0.791 	2 	25.2983
0.792 	0 	8.44384
0.792 	1 	9.59794
0.792 	2 	13.8366
0.792 	3 	7.57729
0.792 	4 	13.4553
0.792 	5 	8.94291
0.793 	1 	16.7224
0.793 	3 	16.3516
0.793 	5 	15.198
0.793 	0 	17.2237
0.793 	2 	12.6609
0.793 	4 	11.7116
0.794 	4 	15.9837
0.794 	5 	16.0779
0.794 	0 	12.2056
0.794 	1 	20.0654
0.794 	2 	17.3567
0.794 	3 	22.0479
0.795 	3 	16.4844
0.795 	4 	20.2496
0.795 	0 	13.7413
0.795 	1 	14.4562
0.795 	2 	15.1508
0.795 	5 	14.951
0.796 	1 	16.4277
0.796 	4 	14.1202
0.796 	5 	13.3103
0.796 	0 	12.1991
0.796 	2 	10.3486
0.796 	3 	9.49497
0.797 	0 	17.2902
0.797 	1 	17.2314
0.797 	4 	13.0934
0.797 	3 	16.4742
0.797 	5 	14.5161
0.797 	2 	13.2689
0.798 	3 	16.1391
0.798 	4 	16.026
0.798 	1 	11.0422
0.798 	2 	13.4774
0.798 	5 	7.48965
0.798 	0 	17.0599
0.799 	0 	12.1684
0.799 	3 	13.5873
0.799 	5 	6.44024
0.799 	1 	12.8071
0.799 	2 	13.5225
0.799 	4 	11.9444
0.8 	4 	12.8148
0.8 	5 	6.82453
0.8 	0 	12.1529
0.8 	1 	8.98056
0.8 	2 	9.48112
0.8 	3 	9.01107
0.801 	1 	11.5998
0.801 	2 	13.2286
0.801 	4 	12.7105
0.801 	5 	6.44174
0.801 	0 	12.1347
0.801 	3 	13.7589
0.802 	2 	13.1341
0.802 	4 	12.5999
0.802 	5 	6.01704
0.802 	3 	13.8373
0.802 	0 	6.98142
0.802 	1 	12.6057
0.803 	1 	11.9257
0.803 	2 	7.51179
0.803 	4 	12.4829
0.803 	0 	12.0909
0.803 	3 	13.9111
0.803 	5 	8.15391
0.804 	0 	3.86205
0.804 	1 	10.5334
0.804 	2 	7.56677
0.804 	3 	4.59422
0.804 	4 	12.359
0.82 	3 	23.3309
0.82 	4 	25.7807
0.82 	5 	27.5652
0.82 	0 	29.1786
0.82 	1 	31.2216
0.82 	2 	30.052
0.821 	3 	15.1881
0.821 	4 	18.7284
0.821 	5 	14.6926
0.821 	0 	24.9324
0.821 	1 	19.4907
0.821 	2 	25.0914
0.822 	3 	25.7671
0.822 	4 	25.2265
0.822 	0 	26.2722
0.822 	1 	28.482
0.822 	2 	27.1284
0.822 	5 	25.6666
0.823 	0 	21.1772
0.823 	1 	18.9736
0.823 	3 	22.5579
0.823 	2 	17.7601
0.823 	4 	19.7598
0.823 	5 	19.5823
0.824 	0 	18.7968
0.824 	2 	16.7942
0.824 	5 	15.0702
0.824 	1 	14.6049
0.824 	3 	16.9827
0.824 	4 	17.4104
0.825 	0 	9.99078
0.825 	1 	14.4044
0.825 	2 	16.0822
0.825 	3 	15.5934
0.825 	4 	10.5853
0.825 	5 	10.3099
0.826 	1 	15.7181
0.826 	2 	10.8623
0.826 	3 	13.2842
0.826 	4 	13.8027
0.826 	5 	9.8253
0.826 	0 	12.5512
0.827 	1 	13.9697
0.827 	0 	10.1724
0.827 	2 	14.8518
0.827 	3 	12.1974
0.827 	4 	10.355
0.827 	5 	12.131
0.828 	2 	6.96086
0.828 	0 	10.8122
0.828 	1 	10.7713
0.828 	3 	14.4368
0.828 	4 	6.84752
0.828 	5 	13.5707
0.829 	0 	18.6536
0.829 	3 	18.1694
0.829 	4 	15.5507
0.829 	5 	15.3918
0.829 	1 	28.408
0.829 	2 	27.0666
0.83 	4 	24.7425
0.83 	0 	18.7304
0.83 	3 	16.6551
0.83 	2 	17.4209
0.83 	1 	21.6363
0.83 	5 	20.1239
0.831 	1 	14.0594
0.831 	2 	18.9079
0.831 	3 	8.66824
0.831 	5 	8.75857
0.831 	0 	12.9764
0.831 	4 	9.66298
0.832 	2 	17.5857
0.832 	3 	14.292
0.832 	4 	13.112
0.832 	5 	15.5175
0.832 	0 	12.8263
0.832 	1 	14.7118
0.833 	4 	12.0275
0.833 	0 	12.6571
0.833 	1 	14.081
0.833 	3 	10.1134
0.833 	5 	9.09271
0.833 	2 	14.7266
0.834 	0 	18.6168
0.834 	4 	14.7226
0.834 	3 	14.1932
0.834 	5 	15.5755
0.834 	1 	21.5145
0.834 	2 	18.8163
0.835 	3 	9.51918
0.835 	5 	9.38099
0.835 	0 	13.2306
0.835 	1 	10.5057
0.835 	2 	10.6669
0.835 	4 	10.0632
0.836 	0 	12.777
0.836 	5 	9.50983
0.836 	2 	17.8578
0.836 	3 	14.6612
0.836 	1 	11.6379
0.836 	4 	13.2623
0.837 	1 	14.0779
0.837 	4 	8.82481
0.837 	0 	11.388
0.837 	2 	5.68988
0.837 	3 	9.87898
0.837 	5 	9.62929
0.86 	0 	24.6241
0.86 	1 	27.7945
0.86 	5 	25.7381
0.86 	2 	30.1017
0.86 	3 	24.2305
0.86 	4 	33.4758
0.861 	2 	23.0671
0.861 	4 	19.3749
0.861 	5 	19.3978
0.861 	0 	27.5862
0.861 	1 	28.883
0.861 	3 	24.1185
0.862 	0 	22.2287
0.862 	1 	24.4968
0.862 	2 	18.6472
0.862 	3 	21.6387
0.862 	4 	22.9712
0.862 	5 	25.9249
0.863 	0 	23.0272
0.863 	2 	23.0907
0.863 	3 	27.304
0.863 	5 	16.4741
0.863 	1 	23.8802
0.863 	4 	25.6547
0.864 	0 	15.1874
0.864 	2 	10.8806
0.864 	3 	18.0817
0.864 	5 	20.0568
0.864 	1 	16.5648
0.864 	4 	19.1848
0.865 	0 	14.3863
0.865 	2 	14.5287
0.865 	4 	14.0621
0.865 	5 	18.3752
0.865 	3 	16.5095
0.865 	1 	11.4944
0.866 	0 	15.116
0.866 	1 	15.8803
0.866 	2 	16.1657
0.866 	5 	14.3283
0.866 	3 	22.1564
0.866 	4 	21.1641
0.867 	1 	15.8196
0.867 	3 	14.8986
0.867 	4 	15.7816
0.867 	5 	13.9614
0.867 	0 	12.0014
0.867 	2 	15.7533
0.868 	1 	11.4072
0.868 	3 	11.8221
0.868 	5 	11.5162
0.868 	0 	12.9543
0.868 	2 	13.5937
0.868 	4 	10.0539
0.869 	0 	10.9976
0.869 	1 	9.58028
0.869 	2 	0.276187
0.869 	3 	12.3881
0.869 	4 	12.905
0.869 	5 	9.92124
0.87 	3 	24.6381
0.87 	0 	13.9851
0.87 	5 	16.5375
0.87 	2 	16.0711
0.87 	1 	11.9226
0.87 	4 	11.8129
0.871 	0 	29.04
0.871 	2 	27.9671
0.871 	4 	32.6851
0.871 	5 	28.7864
0.871 	1 	28.2761
0.871 	3 	25.8317
0.872 	3 	26.8167
0.872 	1 	10.5306
0.872 	0 	22.4031
0.872 	2 	20.6897
0.872 	4 	21.7249
0.872 	5 	23.0848
0.873 	1 	25.5458
0.873 	0 	20.0686
0.873 	4 	20.2728
0.873 	5 	18.5136
0.873 	2 	16.0544
0.873 	3 	22.7176
0.874 	2 	15.3171
0.874 	4 	15.4238
0.874 	0 	18.0321
0.874 	1 	16.3231
0.874 	3 	17.0256
0.874 	5 	19.9531
0.875 	0 	22.6428
0.875 	1 	27.9301
0.875 	3 	24.9771
0.875 	4 	24.1803
0.875 	5 	28.7289
0.875 	2 	16.0464
0.876 	1 	16.7365
0.876 	2 	15.1262
0.876 	0 	24.8817
0.876 	3 	25.8162
0.876 	4 	24.2417
0.876 	5 	23.6627
0.877 	3 	26.3732
0.877 	1 	16.0526
0.877 	2 	16.986
0.877 	4 	14.7539
0.877 	5 	13.1979
0.877 	0 	12.0606
0.878 	0 	9.25397
0.878 	2 	13.2312
0.878 	4 	12.3774
0.878 	3 	23.6284
0.878 	5 	16.3849
0.878 	1 	12.2965
0.879 	0 	10.1137
0.879 	1 	10.5927
0.879 	3 	12.3301
0.879 	4 	13.2559
0.879 	5 	8.56052
0.879 	2 	16.2166
0.88 	0 	25.8758
0.88 	1 	27.4897
0.88 	5 	29.0348
0.88 	2 	17.2204
0.88 	3 	23.0585
0.88 	4 	22.6519
0.881 	1 	25.8632
0.881 	3 	26.7382
0.881 	4 	31.3735
0.881 	5 	24.6007
0.881 	0 	14.4227
0.881 	2 	15.8661
0.882 	1 	15.0511
0.882 	2 	15.6283
0.882 	3 	25.7675
0.882 	0 	19.4532
0.882 	4 	20.9094
0.882 	5 	12.6538
0.883 	3 	23.8748
0.883 	0 	11.1478
0.883 	2 	13.3654
0.883 	5 	16.1652
0.883 	1 	12.3616
0.883 	4 	13.5021
0.884 	3 	25.2194
0.884 	4 	25.2755
0.884 	0 	19.4796
0.884 	5 	19.5181
0.884 	1 	16.9665
0.884 	2 	16.2556
0.885 	1 	15.9754
0.885 	2 	15.8323
0.885 	0 	24.3092
0.885 	4 	22.8417
0.885 	5 	25.0678
0.885 	3 	25.4362
0.886 	2 	13.1199
0.886 	0 	24.6345
0.886 	3 	25.1289
0.886 	4 	24.0496
0.886 	1 	26.1486
0.886 	5 	12.1224
0.887 	0 	18.9072
0.887 	1 	16.9624
0.887 	5 	15.9155
0.887 	3 	23.209
0.887 	4 	23.0219
0.887 	2 	15.5001
0.888 	1 	15.5862
0.888 	4 	16.5074
0.888 	3 	11.9721
0.888 	0 	24.016
0.888 	5 	29.309
0.888 	2 	16.2271
0.889 	0 	29.9754
0.889 	4 	29.6113
0.889 	2 	13.0266
0.889 	1 	25.0605
0.889 	3 	25.105
0.889 	5 	21.7618
0.89 	2 	12.9432
0.89 	0 	20.0055
0.89 	5 	19.085
0.89 	3 	12.0032
0.89 	1 	12.247
0.89 	4 	14.0385
0.891 	1 	27.1535
0.891 	3 	25.1084
0.891 	4 	25.705
0.891 	2 	22.2052
0.891 	5 	26.4329
0.891 	0 	14.7654
0.892 	0 	18.1569
0.892 	3 	17.0674
0.892 	1 	16.8475
0.892 	2 	15.263
0.892 	4 	15.3685
0.892 	5 	15.5004
0.893 	3 	11.6346
0.893 	4 	13.0934
0.893 	0 	15.0203
0.893 	1 	15.6805
0.893 	5 	25.7355
0.893 	2 	16.1179
0.894 	5 	12.4613
0.894 	0 	24.5097
0.894 	1 	23.6885
0.894 	2 	12.6151
0.894 	3 	23.1806
0.894 	4 	23.1986
0.895 	1 	15.9321
0.895 	2 	15.4335
0.895 	4 	16.7414
0.895 	3 	12.9453
0.895 	5 	29.344
0.895 	0 	14.7683
0.896 	0 	20.3446
0.896 	5 	18.5022
0.896 	1 	16.6545
0.896 	2 	26.9212
0.896 	3 	24.2186
0.896 	4 	14.3464
0.897 	1 	26.2302
0.897 	3 	23.8864
0.897 	0 	25.0605
0.897 	4 	22.9541
0.897 	5 	25.9585
0.897 	2 	15.9713
0.898 	5 	12.4048
0.898 	0 	16.8474
0.898 	1 	18.4935
0.898 	3 	17.567
0.898 	4 	21.2282
0.898 	2 	12.1847
0.899 	1 	26.2645
0.899 	4 	12.7936
0.899 	0 	15.3018
0.899 	2 	11.4985
0.899 	3 	13.5164
0.899 	5 	29.278
1.501 	2 	34.8962
1.501 	0 	40.0085
1.501 	1 	49.7161
1.501 	3 	49.8904
1.501 	4 	51.3782
1.501 	5 	46.674
1.502 	2 	29.5977
1.502 	4 	29.8131
1.502 	0 	31.8891
1.502 	1 	30.2442
1.502 	5 	28.7923
1.502 	3 	34.6804
1.503 	1 	21.6563
1.503 	3 	24.4839
1.503 	4 	22.5146
1.503 	5 	23.2221
1.503 	0 	26.759
1.503 	2 	26.2396
1.504 	1 	22.4773
1.504 	3 	22.4705
1.504 	2 	15.3707
1.504 	5 	19.6443
1.504 	0 	21.4251
1.504 	4 	20.5558
1.505 	1 	19.0952
1.505 	2 	17.695
1.505 	3 	22.3782
1.505 	4 	17.1927
1.505 	0 	18.7594
1.505 	5 	16.7559
1.506 	4 	14.5438
1.506 	0 	16.3553
1.506 	5 	28.3858
1.506 	1 	11.6171
1.506 	2 	13.7794
1.506 	3 	17.2158
1.507 	2 	34.6773
1.507 	0 	12.9498
1.507 	1 	11.6159
1.507 	3 	13.2385
1.507 	4 	11.9124
1.507 	5 	11.4041
1.508 	2 	29.4865
1.508 	5 	28.5365
1.508 	0 	13.462
1.508 	1 	13.1559
1.508 	3 	13.3411
1.508 	4 	11.6471
1.509 	0 	9.61138
1.509 	1 	10.9875
1.509 	4 	10.0168
1.509 	5 	19.577
1.509 	2 	20.2935
1.509 	3 	23.6481
1.51 	1 	21.1399
1.51 	2 	15.9477
1.51 	5 	15.0839
1.51 	0 	20.4097
1.51 	3 	21.4493
1.51 	4 	20.2063
1.511 	1 	29.5918
1.511 	2 	16.64
1.511 	5 	16.5088
1.511 	0 	16.8554
1.511 	3 	23.7312
1.511 	4 	24.1927
1.512 	4 	14.2681
1.512 	1 	29.1959
1.512 	5 	24.5362
1.512 	0 	24.7773
1.512 	2 	25.4003
1.512 	3 	24.4152
1.513 	2 	29.294
1.513 	0 	16.2241
1.513 	1 	22.0722
1.513 	3 	19.3544
1.513 	5 	17.6318
1.513 	4 	54.0841
1.514 	1 	29.8509
1.514 	4 	29.0783
1.514 	0 	18.4311
1.514 	2 	15.2019
1.514 	5 	16.9834
1.514 	3 	15.8118
1.515 	0 	23.7069
1.515 	1 	27.6294
1.515 	2 	29.1914
1.515 	3 	34.1562
1.515 	4 	25.2758
1.515 	5 	27.8991
1.516 	0 	18.4055
1.516 	1 	20.0265
1.516 	2 	18.9451
1.516 	3 	15.4843
1.516 	5 	19.3241
1.516 	4 	19.5041
1.517 	1 	20.3222
1.517 	2 	16.9347
1.517 	4 	15.5207
1.517 	3 	33.8784
1.517 	5 	27.7264
1.517 	0 	15.8481
1.518 	5 	13.6669
1.518 	0 	22.9552
1.518 	1 	19.4901
1.518 	2 	20.0359
1.518 	3 	21.7515
1.518 	4 	20.0696
1.519 	0 	15.9609
1.519 	3 	11.8598
1.519 	1 	16.6111
1.519 	2 	16.2805
1.519 	4 	17.7938
1.519 	5 	13.2155
1.52 	1 	26.6398
1.52 	2 	28.8557
1.52 	0 	19.5748
1.52 	5 	16.6729
1.52 	3 	25.1586
1.52 	4 	25.2323
1.521 	1 	43.9791
1.521 	5 	48.484
1.521 	0 	12.791
1.521 	3 	11.9669
1.521 	4 	13.1418
1.521 	2 	15.6701
1.522 	1 	26.1706
1.522 	2 	34.3391
1.522 	5 	24.8432
1.522 	0 	20.5558
1.522 	3 	21.2898
1.522 	4 	18.9794
1.523 	1 	21.2797
1.523 	0 	20.1283
1.523 	3 	19.0872
1.523 	4 	20.2773
1.523 	5 	19.1065
1.523 	2 	24.0237
1.524 	1 	31.6629
1.524 	2 	32.9307
1.524 	3 	31.7225
1.524 	4 	27.1698
1.524 	5 	32.0248
1.524 	0 	14.0023
1.525 	3 	11.8712
1.525 	4 	13.1109
1.525 	5 	14.3175
1.525 	1 	32.5632
1.525 	0 	17.5272
1.525 	2 	13.9585
1.526 	4 	15.266
1.526 	0 	15.4531
1.526 	5 	12.617
1.526 	1 	10.9748
1.526 	2 	9.2402
1.526 	3 	12.2664
1.527 	1 	19.2763
1.527 	0 	26.5255
1.527 	3 	32.864
1.527 	4 	25.6294
1.527 	5 	26.1553
1.527 	2 	15.9002
1.528 	1 	15.322
1.528 	2 	16.5068
1.528 	5 	16.6226
1.528 	0 	24.8454
1.528 	3 	25.9122
1.528 	4 	25.6961
1.529 	1 	27.0529
1.529 	2 	27.937
1.529 	0 	17.6763
1.529 	5 	20.1417
1.529 	3 	15.3963
1.529 	4 	25.7178
1.53 	1 	41.6336
1.53 	2 	15.9806
1.53 	3 	14.8623
1.53 	4 	16.6103
1.53 	5 	14.4457
1.53 	0 	22.3241
1.531 	1 	33.1722
1.531 	0 	16.719
1.531 	3 	17.9172
1.531 	4 	15.6015
1.531 	5 	16.1957
1.531 	2 	14.7227
1.532 	1 	16.5534
1.532 	2 	33.8452
1.532 	3 	28.8935
1.532 	0 	11.2802
1.532 	4 	13.4839
1.532 	5 	12.6288
1.533 	1 	18.5909
1.533 	0 	20.2388
1.533 	3 	20.64
1.533 	4 	16.8726
1.533 	5 	18.2428
1.533 	2 	15.9146
1.534 	0 	22.2625
1.534 	1 	14.8243
1.534 	2 	18.2873
1.534 	4 	20.863
1.534 	5 	20.5856
1.534 	3 	15.4795
1.535 	5 	14.6418
1.535 	0 	14.3889
1.535 	1 	11.2994
1.535 	3 	31.5653
1.535 	2 	21.9863
1.535 	4 	26.2328
1.536 	3 	12.5244
1.536 	0 	21.7636
1.536 	1 	19.9662
1.536 	4 	24.5611
1.536 	2 	15.177
1.536 	5 	14.2706
1.537 	2 	39.1568
1.537 	3 	22.1836
1.537 	0 	51.9806
1.537 	1 	46.7009
1.537 	4 	55.8093
1.537 	5 	51.7832
1.538 	1 	27.1477
1.538 	2 	26.4229
1.538 	3 	23.4217
1.538 	4 	25.3322
1.538 	5 	16.3348
1.538 	0 	24.7191
1.539 	2 	16.2747
1.539 	3 	15.4158
1.539 	5 	15.6762
1.539 	0 	28.0793
1.539 	1 	25.3468
1.539 	4 	26.2047
1.54 	4 	28.6349
1.54 	1 	17.4254
1.54 	3 	17.1932
1.54 	5 	16.6147
1.54 	0 	14.0521
1.54 	2 	15.6717
1.541 	5 	14.5536
1.541 	0 	28.9594
1.541 	1 	32.1018
1.541 	2 	27.205
1.541 	3 	15.3545
1.541 	4 	13.2737
1.542 	1 	9.59647
1.542 	3 	12.5105
1.542 	5 	10.7192
1.542 	0 	14.8372
1.542 	2 	14.6943
1.542 	4 	13.936
1.543 	2 	19.7073
1.543 	3 	18.6465
1.543 	4 	15.5402
1.543 	5 	14.362
1.543 	1 	24.265
1.543 	0 	26.1373
1.544 	0 	33.479
1.544 	1 	33.7384
1.544 	2 	39.4525
1.544 	3 	30.05
1.544 	4 	32.2408
1.544 	5 	16.0554
1.545 	5 	14.021
1.545 	4 	25.4231
1.545 	0 	19.2497
1.545 	1 	18.0165
1.545 	3 	19.1677
1.545 	2 	15.6767
1.546 	1 	30.2236
1.546 	2 	32.3759
1.546 	3 	27.497
1.546 	4 	29.6975
1.546 	0 	23.2164
1.546 	5 	21.3811
1.547 	0 	28.6939
1.547 	3 	15.0199
1.547 	1 	9.02728
1.547 	4 	12.8791
1.547 	5 	14.5889
1.547 	2 	15.1276
1.548 	1 	11.388
1.548 	2 	13.137
1.548 	5 	14.1866
1.548 	3 	24.1188
