Time	RB	Sinr
4.142 	0 	20.9808
4.142 	1 	20.9361
4.143 	3 	17.2995
4.143 	2 	22.3944
4.143 	4 	20.5173
4.143 	0 	20.9613
4.143 	1 	8.49963
4.143 	5 	5.82564
4.144 	0 	12.9378
4.144 	2 	17.1825
4.144 	3 	17.3602
4.144 	4 	13.2589
4.144 	1 	8.57652
4.144 	5 	6.21145
4.145 	2 	15.8872
4.145 	3 	17.1403
4.145 	0 	18.6283
4.145 	1 	19.8287
4.145 	5 	19.4936
4.145 	4 	20.4096
4.146 	2 	17.2886
4.146 	0 	26.1325
4.146 	1 	25.4206
4.146 	3 	26.932
4.146 	4 	26.4498
4.146 	5 	26.4498
4.147 	4 	14.674
4.147 	2 	16.1186
4.147 	3 	17.1962
4.147 	5 	19.4968
4.147 	0 	20.826
4.147 	1 	20.7233
4.148 	3 	27.1521
4.148 	4 	26.5337
4.148 	5 	26.5337
4.148 	2 	22.038
4.148 	0 	20.7776
4.148 	1 	20.6628
4.149 	0 	14.429
4.149 	3 	14.289
4.149 	4 	14.7784
4.149 	2 	21.954
4.149 	5 	18.9856
4.149 	1 	8.88006
4.15 	3 	17.5978
4.15 	4 	15.5416
4.15 	0 	19.2898
4.15 	1 	8.92529
4.15 	2 	8.19132
4.15 	5 	7.97569
4.151 	0 	14.2774
4.151 	4 	14.865
4.151 	2 	16.4861
4.151 	3 	17.2413
4.151 	5 	14.792
4.151 	1 	19.2704
4.152 	3 	17.6315
4.152 	4 	16.094
4.152 	2 	21.6745
4.152 	5 	18.9463
4.152 	0 	20.523
4.152 	1 	9.0008
4.153 	2 	16.6276
4.153 	3 	17.231
4.153 	5 	14.7268
4.153 	4 	17.1375
4.153 	0 	20.4432
4.153 	1 	20.2632
4.154 	0 	26.5671
4.154 	1 	25.8166
4.154 	3 	27.6319
4.154 	4 	26.6508
4.154 	5 	26.6508
4.154 	2 	21.4635
4.155 	0 	26.5948
4.155 	1 	25.8475
4.155 	3 	27.6886
4.155 	4 	26.6514
4.155 	5 	26.6514
4.155 	2 	9.00856
4.156 	0 	19.9334
4.156 	1 	18.651
4.156 	2 	16.6738
4.156 	3 	19.2053
4.156 	4 	16.4931
4.156 	5 	19.3913
4.157 	1 	15.9524
4.157 	2 	17.4727
4.157 	3 	17.6204
4.157 	4 	17.2102
4.157 	0 	20.0538
4.157 	5 	15.9148
4.158 	4 	15.0376
4.158 	0 	20.1153
4.158 	3 	19.3515
4.158 	5 	19.3393
4.158 	1 	9.11035
4.158 	2 	9.3787
4.159 	0 	13.4654
4.159 	4 	15.0465
4.159 	1 	16.2417
4.159 	2 	17.4366
4.159 	3 	17.5779
4.159 	5 	15.5643
4.16 	2 	16.9291
4.16 	3 	17.0212
4.16 	4 	18.766
4.16 	5 	18.6425
4.16 	0 	19.6787
4.16 	1 	19.3825
4.161 	0 	13.202
4.161 	2 	20.541
4.161 	3 	19.5886
4.161 	4 	18.5856
4.161 	5 	18.5804
4.161 	1 	9.09946
4.162 	0 	14.2484
4.162 	2 	16.9641
4.162 	3 	16.9092
4.162 	4 	11.9404
4.162 	5 	14.1577
4.162 	1 	19.0437
4.163 	0 	26.6212
4.163 	1 	25.97
4.163 	3 	27.9356
4.163 	4 	26.4622
4.163 	5 	26.4622
4.163 	2 	9.84144
4.164 	4 	15.0351
4.164 	0 	26.6004
4.164 	3 	27.9421
4.164 	1 	9.04361
4.164 	2 	9.91391
4.164 	5 	10.2309
4.165 	4 	15.0216
4.165 	0 	20.6356
4.165 	3 	19.7068
4.165 	5 	19.0659
4.165 	2 	19.852
4.165 	1 	18.4399
4.166 	1 	16.9763
4.166 	2 	17.1371
4.166 	3 	17.2495
4.166 	4 	18.6041
4.166 	5 	16.4077
4.166 	0 	20.6958
4.167 	2 	16.9572
4.167 	3 	16.5171
4.167 	0 	18.4399
4.167 	1 	17.9587
4.167 	4 	18.5005
4.167 	5 	18.2021
4.168 	0 	12.0208
4.168 	3 	17.1003
4.168 	4 	18.8389
4.168 	1 	8.89559
4.168 	2 	10.1446
4.168 	5 	10.6083
4.169 	0 	11.8105
4.169 	4 	14.9304
4.169 	1 	16.4318
4.169 	2 	18.9986
4.169 	3 	18.3754
4.169 	5 	17.8215
4.17 	0 	20.903
4.17 	3 	19.8316
4.17 	5 	18.7727
4.17 	1 	16.6852
4.17 	2 	18.7523
4.17 	4 	18.8101
4.171 	0 	26.2989
4.171 	1 	25.9004
4.171 	3 	27.8424
4.171 	4 	25.9009
4.171 	5 	25.9009
4.171 	2 	16.8545
4.172 	0 	11.0953
4.172 	4 	14.8222
4.172 	3 	19.8548
4.172 	1 	8.65594
4.172 	2 	10.2879
4.172 	5 	10.9007
4.173 	0 	26.1595
4.173 	1 	25.8566
4.173 	3 	27.7666
4.173 	4 	25.6925
4.173 	5 	25.6925
4.173 	2 	16.7696
4.174 	2 	16.4183
4.174 	3 	16.4789
4.174 	0 	16.35
4.174 	1 	15.4534
4.174 	4 	19.1149
4.174 	5 	19.0978
4.175 	1 	17.4315
4.175 	4 	19.5011
4.175 	0 	15.956
4.175 	2 	16.6615
4.175 	3 	15.4795
4.175 	5 	19.1965
4.176 	4 	14.6225
4.176 	0 	21.1147
4.176 	3 	19.8578
4.176 	1 	17.8334
4.176 	2 	10.3499
4.176 	5 	11.1165
4.177 	0 	16.0945
4.177 	2 	16.5289
4.177 	3 	15.1161
4.177 	4 	15.3668
4.177 	5 	18.1956
4.177 	1 	17.9764
4.178 	4 	14.4977
4.178 	0 	16.6853
4.178 	1 	18.1082
4.178 	3 	15.754
4.178 	5 	19.4567
4.178 	2 	10.3515
4.179 	4 	14.4288
4.179 	2 	15.7044
4.179 	0 	25.5767
4.179 	1 	25.6678
4.179 	3 	27.4046
4.179 	5 	24.8601
4.18 	4 	19.8452
4.18 	0 	21.1903
4.18 	3 	19.8052
4.18 	5 	17.8763
4.18 	1 	18.3409
4.18 	2 	14.8903
4.181 	4 	14.2772
4.181 	1 	25.5867
4.181 	0 	21.201
4.181 	3 	19.7835
4.181 	2 	10.3173
4.181 	5 	11.286
4.182 	3 	15.1049
4.182 	0 	16.3316
4.182 	1 	14.9527
4.182 	4 	19.4142
4.182 	5 	19.729
4.182 	2 	10.296
4.183 	1 	17.4572
4.183 	0 	25.0237
4.183 	3 	27.0391
4.183 	2 	15.2001
4.183 	4 	19.4253
4.183 	5 	19.785
4.184 	1 	9.45886
4.184 	2 	9.45402
4.184 	4 	14.0137
4.184 	0 	16.3858
4.184 	3 	19.6983
4.184 	5 	11.336
4.185 	3 	14.3431
4.185 	4 	20.0977
4.185 	0 	17.9765
4.185 	1 	18.766
4.185 	2 	10.2023
4.185 	5 	11.3441
4.186 	2 	9.37985
4.186 	4 	13.8118
4.186 	5 	10.7688
4.186 	3 	19.6246
4.186 	0 	18.1083
4.186 	1 	18.827
4.187 	4 	20.1751
4.187 	5 	16.9149
4.187 	0 	24.2966
4.187 	1 	25.2931
4.187 	2 	24.2102
4.187 	3 	26.5556
4.188 	0 	16.4278
4.188 	1 	15.8876
4.188 	2 	15.2715
4.188 	3 	19.5373
4.188 	4 	19.3976
4.188 	5 	19.9998
4.189 	3 	26.2617
4.189 	0 	16.4247
4.189 	1 	16.0076
4.189 	2 	15.1011
4.189 	4 	16.2961
4.189 	5 	11.3331
4.19 	0 	21.142
4.19 	3 	19.4361
4.19 	1 	18.9989
4.19 	2 	15.5427
4.19 	4 	19.3476
4.19 	5 	20.0573
4.191 	5 	12.0981
4.191 	0 	15.5539
4.191 	1 	17.137
4.191 	4 	20.2917
4.191 	3 	19.3803
4.191 	2 	9.87191
4.192 	2 	24.7445
4.192 	3 	25.7419
4.192 	0 	18.6975
4.192 	1 	19.0435
4.192 	4 	16.3415
4.192 	5 	11.2782
4.193 	3 	11.3691
4.193 	0 	15.575
4.193 	1 	16.9984
4.193 	4 	20.3315
4.193 	5 	16.5835
4.193 	2 	15.6845
4.194 	3 	11.6322
4.194 	5 	12.675
4.194 	0 	18.8271
4.194 	1 	19.0614
4.194 	4 	17.0288
4.194 	2 	9.62771
4.195 	1 	24.7941
4.195 	2 	24.9809
4.195 	3 	25.1056
4.195 	4 	16.4255
4.195 	0 	20.98
4.195 	5 	15.227
4.196 	1 	9.37978
4.196 	4 	12.4059
4.196 	5 	12.9942
4.196 	0 	20.9353
4.196 	3 	19.0469
4.196 	2 	9.43177
4.197 	3 	24.5987
4.197 	0 	16.8831
4.197 	1 	17.4661
4.197 	2 	15.8584
4.197 	4 	18.9892
4.197 	5 	20.1408
4.198 	0 	16.148
4.198 	1 	16.7438
4.198 	2 	15.8982
4.198 	3 	13.0936
4.198 	4 	18.9131
4.198 	5 	20.1384
4.199 	0 	15.4604
4.199 	1 	16.4182
4.199 	4 	20.3793
4.199 	3 	16.3385
4.199 	2 	9.08173
4.199 	5 	10.9814
4.2 	3 	12.8404
4.2 	0 	16.0222
4.2 	1 	16.8354
4.2 	4 	16.3829
4.2 	2 	8.94843
4.2 	5 	10.9178
4.201 	4 	20.3716
4.201 	5 	15.7397
4.201 	2 	25.2895
4.201 	0 	20.6442
4.201 	3 	18.6168
4.201 	1 	18.9129
4.202 	1 	24.2697
4.202 	2 	25.3209
4.202 	0 	20.5713
4.202 	3 	18.5182
4.202 	4 	18.2166
4.202 	5 	16.492
4.203 	3 	13.2699
4.203 	5 	13.8019
4.203 	2 	25.3469
4.203 	0 	15.7844
4.203 	1 	16.9295
4.203 	4 	16.2914
4.204 	0 	10.4902
4.204 	1 	8.82921
4.204 	3 	13.3932
4.204 	4 	10.5312
4.204 	5 	13.885
4.204 	2 	17.9215
4.205 	0 	19.0386
4.205 	3 	18.0306
4.205 	4 	19.4093
4.205 	1 	19.052
4.205 	2 	16.1218
4.205 	5 	10.5077
4.206 	4 	20.301
4.206 	3 	18.0774
4.206 	0 	18.9016
4.206 	1 	19.1919
4.206 	2 	16.1445
4.206 	5 	10.4052
4.207 	4 	20.2779
4.207 	2 	25.3958
4.207 	0 	15.3648
4.207 	1 	16.9779
4.207 	5 	14.864
4.207 	3 	18.4376
4.208 	3 	13.8019
4.208 	1 	23.7663
4.208 	2 	25.3943
4.208 	4 	20.6458
4.208 	0 	20.0131
4.208 	5 	10.1767
4.209 	4 	20.2227
4.209 	0 	19.8971
4.209 	1 	16.61
4.209 	3 	17.6932
4.209 	2 	18.8304
4.209 	5 	10.0498
4.21 	4 	20.1905
4.21 	2 	25.3745
4.21 	1 	16.9577
4.21 	5 	15.5248
4.21 	0 	19.4426
4.21 	3 	15.9119
4.211 	0 	11.7985
4.211 	3 	14.0304
4.211 	5 	14.2838
4.211 	1 	18.0534
4.211 	2 	19.1146
4.211 	4 	20.1619
4.212 	0 	19.5018
4.212 	1 	16.8565
4.212 	3 	17.2563
4.212 	4 	18.7141
4.212 	2 	19.2431
4.212 	5 	9.61085
4.213 	3 	14.1499
4.213 	5 	14.3445
4.213 	4 	20.0752
4.213 	0 	19.7543
4.213 	1 	19.924
4.213 	2 	16.2224
4.214 	4 	20.0304
4.214 	2 	25.2658
4.214 	0 	14.2684
4.214 	1 	16.8549
4.214 	3 	8.35727
4.214 	5 	9.2619
4.215 	1 	23.1308
4.215 	2 	25.2236
4.215 	4 	23.2834
4.215 	5 	23.2834
4.215 	3 	19.5904
4.215 	0 	19.924
4.216 	1 	16.7701
4.216 	4 	15.2393
4.216 	0 	18.8414
4.216 	2 	15.5734
4.216 	3 	8.719
4.216 	5 	8.85792
4.217 	3 	15.2335
4.217 	4 	19.876
4.217 	0 	22.3772
4.217 	1 	22.9422
4.217 	2 	25.1198
4.217 	5 	23.771
4.218 	3 	14.3445
4.218 	5 	14.4016
4.218 	4 	19.8178
4.218 	0 	18.1811
4.218 	1 	16.7889
4.218 	2 	19.8584
4.219 	3 	14.3666
4.219 	5 	14.3972
4.219 	2 	19.9388
4.219 	4 	20.826
4.219 	0 	20.1831
4.219 	1 	20.2758
4.22 	4 	18.6862
4.22 	0 	20.2324
4.22 	1 	20.3136
4.22 	2 	16.1288
4.22 	5 	19.1837
4.22 	3 	9.33905
4.221 	0 	12.4224
4.221 	1 	16.4534
4.221 	2 	12.7292
4.221 	3 	15.8879
4.221 	4 	14.4601
4.221 	5 	17.2752
4.222 	2 	15.564
4.222 	4 	19.5485
4.222 	1 	16.3708
4.222 	5 	17.3955
4.222 	0 	17.4313
4.222 	3 	9.60471
4.223 	2 	15.7132
4.223 	3 	16.2414
4.223 	4 	19.4718
4.223 	0 	23.9876
4.223 	1 	22.3647
4.223 	5 	24.8575
4.224 	5 	14.2967
4.224 	0 	16.7879
4.224 	1 	17.182
4.224 	2 	15.9323
4.224 	4 	18.5338
4.224 	3 	9.84448
4.225 	2 	20.3142
4.225 	3 	20.3078
4.225 	4 	21.134
4.225 	5 	21.5033
4.225 	0 	20.3937
4.225 	1 	20.4205
4.226 	3 	14.3727
4.226 	0 	24.5473
4.226 	1 	17.1462
4.226 	2 	20.3608
4.226 	4 	21.172
4.226 	5 	21.6184
4.227 	2 	16.2107
4.227 	4 	19.1234
4.227 	5 	17.9227
4.227 	0 	8.83021
4.227 	1 	8.3177
4.227 	3 	10.1601
4.228 	5 	14.1196
4.228 	4 	25.4599
4.228 	1 	20.4215
4.228 	2 	15.7413
4.228 	0 	8.88049
4.228 	3 	10.2545
4.229 	3 	14.2967
4.229 	0 	24.9966
4.229 	5 	25.555
4.229 	1 	17.0462
4.229 	2 	15.9444
4.229 	4 	18.2018
4.23 	2 	16.4942
4.23 	4 	18.8149
4.23 	1 	15.4311
4.23 	3 	16.6894
4.23 	5 	18.185
4.23 	0 	20.4215
4.231 	0 	13.343
4.231 	3 	14.2192
4.231 	4 	25.7229
4.231 	1 	15.272
4.231 	2 	15.1229
4.231 	5 	18.2642
4.232 	3 	17.1199
4.232 	1 	16.8894
4.232 	2 	15.8786
4.232 	4 	17.9174
4.232 	5 	15.6841
4.232 	0 	20.3965
4.233 	2 	20.5795
4.233 	3 	20.4578
4.233 	4 	21.3438
4.233 	5 	22.2928
4.233 	0 	9.05713
4.233 	1 	9.07809
4.234 	0 	13.4061
4.234 	2 	20.5966
4.234 	3 	20.4526
4.234 	4 	21.3558
4.234 	5 	22.372
4.234 	1 	20.284
4.235 	2 	22.4925
4.235 	4 	25.9774
4.235 	5 	25.9774
4.235 	0 	9.09363
4.235 	1 	9.27147
4.235 	3 	10.7784
4.236 	0 	25.723
4.236 	2 	22.1921
4.236 	3 	25.9447
4.236 	4 	26.0253
4.236 	5 	26.0253
4.236 	1 	20.1959
4.237 	0 	13.4353
4.237 	2 	16.9109
4.237 	3 	17.3711
4.237 	4 	17.9036
4.237 	1 	16.4932
4.237 	5 	16.2975
4.238 	2 	16.9454
4.238 	3 	17.4039
4.238 	4 	17.7473
4.238 	5 	18.7117
4.238 	0 	20.1959
4.238 	1 	20.0857
4.239 	0 	13.4367
4.239 	3 	13.6781
4.239 	4 	11.4875
4.239 	2 	16.0894
4.239 	5 	18.7612
4.239 	1 	9.58217
4.24 	2 	15.4314
4.24 	4 	16.7538
4.24 	5 	16.5542
4.24 	0 	20.0857
4.24 	1 	19.9524
4.24 	3 	18.4746
4.241 	0 	13.4242
4.241 	3 	13.4784
4.241 	4 	11.7983
4.241 	5 	12.8409
4.241 	2 	20.629
4.241 	1 	9.70256
4.242 	0 	26.0673
4.242 	2 	16.3208
4.242 	3 	16.9701
4.242 	5 	18.8889
4.242 	4 	21.3491
4.242 	1 	9.7545
4.243 	1 	15.7586
4.243 	2 	15.1544
4.243 	4 	16.1075
4.243 	5 	16.7397
4.243 	0 	19.8766
4.243 	3 	18.518
4.244 	1 	15.0447
4.244 	2 	17.0317
4.244 	3 	17.4871
4.244 	4 	16.6252
4.244 	0 	26.1337
4.244 	5 	18.9572
4.245 	2 	20.5834
4.245 	3 	20.0364
4.245 	4 	21.3027
4.245 	5 	22.9968
4.245 	0 	8.98089
4.245 	1 	9.87857
4.246 	1 	15.4034
4.246 	2 	17.0154
4.246 	3 	17.4723
4.246 	4 	16.1626
4.246 	5 	15.6606
4.246 	0 	26.1776
4.247 	4 	12.5163
4.247 	5 	23.065
4.247 	0 	8.89602
4.247 	1 	9.93551
4.247 	2 	8.92672
4.247 	3 	11.1914
4.248 	2 	14.5392
4.248 	5 	16.9049
4.248 	0 	19.3993
4.248 	1 	19.157
4.248 	3 	18.5141
4.248 	4 	17.0065
4.249 	0 	26.2021
4.249 	3 	26.9157
4.249 	4 	26.1343
4.249 	2 	16.6407
4.249 	5 	19.0695
4.249 	1 	19.0233
4.25 	0 	13.1991
4.25 	3 	12.1553
4.25 	4 	12.7794
4.25 	2 	16.6633
4.25 	5 	19.082
4.25 	1 	9.98308
4.251 	0 	26.1913
4.251 	1 	19.6214
4.251 	3 	26.9671
4.251 	4 	26.0687
4.251 	5 	26.0687
4.251 	2 	20.4343
4.252 	0 	13.1118
4.252 	3 	11.7365
4.252 	4 	12.9257
4.252 	5 	10.3728
4.252 	1 	16.2107
4.252 	2 	16.8292
4.253 	0 	18.7188
4.253 	2 	13.6921
4.253 	5 	16.8982
4.253 	1 	18.3927
4.253 	3 	18.4119
4.253 	4 	17.8322
4.254 	0 	18.946
4.254 	2 	20.3245
4.254 	3 	19.1227
4.254 	4 	21.0332
4.254 	5 	23.1991
4.254 	1 	9.97608
4.255 	0 	16.5595
4.255 	1 	18.9379
4.255 	2 	20.2828
4.255 	3 	18.9799
4.255 	4 	20.9919
4.255 	5 	23.205
4.256 	4 	25.8031
4.256 	0 	14.9882
4.256 	2 	16.6855
4.256 	3 	16.2816
4.256 	5 	19.0867
4.256 	1 	9.94186
4.257 	2 	16.6704
4.257 	3 	16.1848
4.257 	5 	19.0755
4.257 	0 	18.0096
4.257 	1 	17.5704
4.257 	4 	18.3072
4.258 	0 	12.7659
4.258 	4 	13.2438
4.258 	1 	9.88646
4.258 	2 	10.2513
4.258 	3 	11.0739
4.258 	5 	10.9466
4.259 	1 	16.771
4.259 	2 	16.3272
4.259 	3 	16.8335
4.259 	0 	19.8927
4.259 	5 	16.6543
4.259 	4 	8.85068
4.26 	1 	16.8238
4.26 	2 	16.2268
4.26 	3 	16.7409
4.26 	5 	17.1143
4.26 	4 	25.4765
4.26 	0 	20.051
4.261 	0 	25.8032
4.261 	2 	23.1522
4.261 	3 	26.8882
4.261 	4 	25.3771
4.261 	5 	25.3771
4.261 	1 	16.4707
4.262 	0 	12.4616
4.262 	3 	8.21551
4.262 	4 	13.3677
4.262 	1 	9.70859
4.262 	2 	10.5553
4.262 	5 	11.4918
4.263 	3 	26.8049
4.263 	0 	18.938
4.263 	1 	20.1008
4.263 	2 	19.8566
4.263 	4 	20.5873
4.263 	5 	23.1285
4.264 	2 	16.4092
4.264 	5 	18.8953
4.264 	0 	20.6022
4.264 	1 	15.3608
4.264 	3 	17.799
4.264 	4 	18.8437
4.265 	0 	12.1913
4.265 	4 	13.4193
4.265 	2 	16.3487
4.265 	3 	15.1019
4.265 	5 	18.8542
4.265 	1 	14.9093
4.266 	0 	20.8351
4.266 	1 	20.4171
4.266 	2 	19.6535
4.266 	3 	16.504
4.266 	4 	20.4043
4.266 	5 	23.0403
4.267 	0 	17.9469
4.267 	1 	17.0255
4.267 	2 	15.2687
4.267 	3 	15.8671
4.267 	4 	9.29327
4.267 	5 	12.0241
4.268 	1 	17.0314
4.268 	0 	25.155
4.268 	2 	25.0491
4.268 	3 	26.4909
4.268 	4 	24.4414
4.268 	5 	24.4414
4.269 	2 	25.2589
4.269 	0 	21.1388
4.269 	5 	15.5227
4.269 	3 	17.3053
4.269 	4 	19.0388
4.269 	1 	9.15082
4.27 	0 	11.6519
4.27 	4 	13.432
4.27 	1 	17.0263
4.27 	2 	15.9486
4.27 	5 	18.585
4.27 	3 	15.3631
4.271 	0 	11.5293
4.271 	4 	13.424
4.271 	1 	20.832
4.271 	5 	22.8139
4.271 	2 	14.8131
4.271 	3 	17.06
4.272 	3 	26.1188
4.272 	0 	16.2706
4.272 	2 	15.7384
4.272 	4 	15.8496
4.272 	1 	8.79409
4.272 	5 	12.4211
4.273 	0 	21.4684
4.273 	1 	8.65595
4.273 	2 	11.0466
4.273 	3 	10.0459
4.273 	4 	9.49665
4.273 	5 	12.4863
4.274 	1 	16.9484
4.274 	0 	21.5387
4.274 	3 	15.6257
4.274 	2 	18.9886
4.274 	5 	22.6255
4.274 	4 	19.0954
4.275 	4 	13.3578
4.275 	0 	18.4537
4.275 	1 	16.9146
4.275 	5 	17.3789
4.275 	2 	26.3079
4.275 	3 	25.7574
4.276 	3 	25.619
4.276 	0 	16.3451
4.276 	1 	15.4206
4.276 	2 	15.2163
4.276 	4 	16.1079
4.276 	5 	18.1019
4.277 	0 	21.7225
4.277 	1 	21.1714
4.277 	5 	22.3926
4.277 	2 	16.4324
4.277 	3 	16.1127
4.277 	4 	19.0655
4.278 	0 	10.5061
4.278 	4 	13.2726
4.278 	5 	10.4038
4.278 	1 	16.7772
4.278 	2 	16.6524
4.278 	3 	15.9167
4.279 	4 	13.2374
4.279 	1 	15.793
4.279 	0 	21.8237
4.279 	2 	11.1374
4.279 	3 	9.24726
4.279 	5 	12.787
4.28 	2 	26.9717
4.28 	3 	24.9592
4.28 	0 	21.8681
4.28 	1 	21.2836
4.28 	4 	19.3801
4.28 	5 	22.1096
4.281 	0 	18.6645
4.281 	1 	16.5832
4.281 	5 	17.1734
4.281 	2 	27.0863
4.281 	3 	24.7634
4.281 	4 	20.6203
4.282 	4 	13.1116
4.282 	0 	18.6868
4.282 	1 	16.505
4.282 	2 	11.1415
4.282 	3 	8.72416
4.282 	5 	12.8829
4.283 	4 	16.3346
4.283 	0 	21.9779
4.283 	3 	15.9461
4.283 	1 	21.3602
4.283 	5 	21.7686
4.283 	2 	17.6017
4.284 	1 	16.2509
4.284 	0 	22.0068
4.284 	3 	15.9624
4.284 	2 	17.7661
4.284 	4 	18.8058
4.284 	5 	16.5922
4.285 	0 	9.09663
4.285 	4 	12.9546
4.285 	5 	11.9459
4.285 	2 	27.4928
4.285 	3 	23.8195
4.285 	1 	16.3212
4.286 	0 	8.85085
4.286 	2 	9.76261
4.286 	3 	11.1711
4.286 	4 	12.8953
4.286 	5 	12.1056
4.286 	1 	21.4027
4.287 	0 	18.7452
4.287 	3 	23.2225
4.287 	1 	16.207
4.287 	4 	18.6076
4.287 	2 	11.0907
4.287 	5 	12.9667
4.288 	1 	16.494
4.288 	4 	16.3349
4.288 	5 	16.3708
4.288 	0 	22.0853
4.288 	3 	15.9946
4.288 	2 	17.2943
4.289 	0 	18.7444
4.289 	1 	15.7394
4.289 	4 	16.4403
4.289 	5 	16.5964
4.289 	3 	15.9947
4.289 	2 	11.0507
4.29 	2 	27.898
4.29 	3 	22.0927
4.29 	0 	15.9291
4.29 	1 	16.579
4.29 	4 	16.298
4.29 	5 	15.9275
4.291 	2 	27.9667
4.291 	3 	21.6289
4.291 	0 	21.3604
4.291 	1 	21.3999
4.291 	4 	18.5008
4.291 	5 	20.4789
4.292 	3 	12.2537
4.292 	0 	18.7175
4.292 	4 	16.7647
4.292 	5 	16.2756
4.292 	1 	21.3884
4.292 	2 	18.847
4.293 	0 	22.1012
4.293 	3 	15.9656
4.293 	4 	18.7854
4.293 	1 	17.6175
4.293 	2 	18.9571
4.293 	5 	12.9444
4.294 	0 	22.0936
4.294 	1 	15.4947
4.294 	3 	15.9511
4.294 	2 	10.903
4.294 	4 	9.20772
4.294 	5 	12.9276
4.295 	3 	12.6368
4.295 	4 	12.1911
4.295 	5 	13.1029
4.295 	0 	21.4096
4.295 	1 	21.3321
4.295 	2 	19.163
4.296 	2 	11.7419
4.296 	3 	12.7461
4.296 	5 	13.1737
4.296 	0 	15.3892
4.296 	1 	16.6991
4.296 	4 	16.0561
4.297 	0 	18.6041
4.297 	1 	18.171
4.297 	2 	28.3017
4.297 	3 	16.5045
4.297 	4 	9.00704
4.297 	5 	12.8542
4.298 	2 	28.3454
4.298 	3 	14.4271
4.298 	4 	20.8629
4.298 	5 	20.8629
4.298 	1 	16.6957
4.298 	0 	21.4079
4.299 	3 	15.8377
4.299 	0 	18.2498
4.299 	1 	18.5009
4.299 	2 	19.5213
4.299 	4 	17.1481
4.299 	5 	17.6706
4.3 	0 	18.4943
4.3 	3 	12.8698
4.3 	4 	17.3571
4.3 	5 	15.0478
4.3 	1 	18.6125
4.3 	2 	19.6005
4.301 	0 	21.9362
4.301 	3 	15.7736
4.301 	4 	19.1522
4.301 	1 	21.1201
4.301 	2 	10.5827
4.301 	5 	12.701
4.302 	2 	12.6137
4.302 	3 	13.2378
4.302 	0 	18.4031
4.302 	4 	17.4552
4.302 	5 	14.6288
4.302 	1 	16.6242
4.303 	2 	28.5151
4.303 	4 	19.1931
4.303 	0 	21.3322
4.303 	1 	21.0191
4.303 	3 	18.9999
4.303 	5 	12.5994
4.304 	2 	12.8636
4.304 	3 	13.3466
4.304 	5 	13.5123
4.304 	0 	14.1922
4.304 	1 	16.5556
4.304 	4 	15.3893
4.305 	2 	28.561
4.305 	4 	23.2225
4.305 	5 	23.2225
4.305 	0 	21.2765
4.305 	1 	20.9023
4.305 	3 	19.2296
4.306 	3 	14.9583
4.306 	4 	15.1488
4.306 	0 	18.9772
4.306 	1 	19.1153
4.306 	2 	19.995
4.306 	5 	17.839
4.307 	2 	28.5948
4.307 	0 	21.6483
4.307 	1 	15.9534
4.307 	3 	15.5178
4.307 	4 	19.2177
4.307 	5 	12.3425
4.308 	3 	13.4908
4.308 	2 	15.4915
4.308 	4 	17.6526
4.308 	0 	21.5854
4.308 	1 	19.2267
4.308 	5 	12.2663
4.309 	0 	17.9648
4.309 	2 	15.6603
4.309 	3 	15.2305
4.309 	4 	17.6727
4.309 	1 	20.6191
4.309 	5 	12.1851
4.31 	1 	12.3444
4.31 	3 	13.5281
4.31 	2 	28.6232
4.31 	4 	24.2296
4.31 	5 	24.2296
4.31 	0 	21.4456
4.311 	2 	28.6267
4.311 	1 	16.1294
4.311 	3 	15.6782
4.311 	4 	14.3803
4.311 	0 	19.2729
4.311 	5 	12.0066
4.312 	1 	12.6137
4.312 	2 	13.6891
4.312 	3 	13.5432
4.312 	5 	13.4843
4.312 	4 	14.1923
4.312 	0 	20.9629
4.313 	2 	16.2324
4.313 	4 	17.7202
4.313 	0 	20.9025
4.313 	1 	20.2649
4.313 	3 	19.8433
4.313 	5 	11.8054
4.314 	3 	15.9989
4.314 	4 	19.0798
4.314 	0 	19.3753
4.314 	1 	19.4146
4.314 	2 	20.3225
4.314 	5 	11.6956
4.315 	2 	28.6115
4.315 	3 	23.8863
4.315 	5 	24.928
4.315 	4 	19.041
4.315 	0 	19.3978
4.315 	1 	19.4257
4.316 	2 	14.0079
4.316 	5 	13.3365
4.316 	0 	20.6964
4.316 	1 	19.948
4.316 	3 	19.9658
4.316 	4 	17.4216
4.317 	0 	17.2084
4.317 	3 	16.3128
4.317 	4 	17.7188
4.317 	2 	28.5862
4.317 	1 	9.62246
4.317 	5 	11.3259
4.318 	1 	15.3612
4.318 	3 	16.3216
4.318 	0 	20.6757
4.318 	4 	18.8947
4.318 	2 	9.24085
4.318 	5 	11.188
4.319 	1 	15.2168
4.319 	2 	14.6291
4.319 	3 	16.3854
4.319 	0 	20.5518
4.319 	4 	18.8356
4.319 	5 	19.0869
4.32 	5 	13.0939
4.32 	0 	16.8419
4.32 	2 	16.9185
4.32 	3 	16.5734
4.32 	4 	17.6881
4.32 	1 	19.4483
4.321 	4 	25.4804
4.321 	0 	19.4146
4.321 	1 	19.3758
4.321 	2 	20.4332
4.321 	3 	16.5637
4.321 	5 	17.694
4.322 	2 	14.38
4.322 	4 	25.5475
4.322 	0 	19.398
4.322 	1 	19.348
4.322 	3 	16.6983
4.322 	5 	17.6626
4.323 	1 	13.7743
4.323 	2 	14.4301
